t,Run,S,I,R,dSdt,dIdt,dRdt
6.161616161616162,1,0.08398894387186878,4.889510491438023e-05,0.9393974639271515,-2.46398893335781e-05,-8.781885196949642e-05,0.00011245874130307452
6.262626262626262,1,0.08398666774523787,4.0782634084262104e-05,0.9394078525246126,-2.0551185231663206e-05,-7.324887316213962e-05,9.380005839380283e-05
6.363636363636363,1,0.0839847693336136,3.401618097121509e-05,0.93941651738935,-1.7141046674867734e-05,-6.109616955892697e-05,7.823721623379471e-05
6.4646464646464645,1,0.08398318589130165,2.8372216510506523e-05,0.9394237447961226,-1.4296734800100762e-05,-5.095936317406423e-05,6.5256097974165e-05
6.565656565656566,1,0.08398186522635606,2.3664781475992098e-05,0.9394297728961027,-1.1924474931167613e-05,-4.250452246361421e-05,5.4428997394781825e-05
6.666666666666667,1,0.08398076371263719,1.973842616847136e-05,0.9394348007651291,-9.945888624682367e-06,-3.545249156280176e-05,4.539838018748412e-05
6.767676767676767,1,0.08397984494309077,1.6463413923862953e-05,0.9394389945469201,-8.295569691359595e-06,-2.9570282333525197e-05,3.786585202488479e-05
6.8686868686868685,1,0.08397907873434671,1.3732177520599278e-05,0.9394424919920675,-6.919293703178596e-06,-2.466471459419974e-05,3.1584008297378336e-05
6.96969696969697,1,0.08397843951615533,1.1453590147071104e-05,0.9394454097976324,-5.771127764451859e-06,-2.0572129573811677e-05,2.6343257338263537e-05
7.070707070707071,1,0.08397790639446512,9.553182004041204e-06,0.9394478433274657,-4.813537344627965e-06,-1.71587812646668e-05,2.1972318609294766e-05
7.171717171717171,1,0.08397746166953977,7.967868703874182e-06,0.9394498733656912,-4.0147283320051175e-06,-1.43113696869055e-05,1.832609801891062e-05
7.2727272727272725,1,0.08397709079814096,6.645812932343939e-06,0.9394515662928615,-3.3485762162814383e-06,-1.1936793528109621e-05,1.528536974439106e-05
7.373737373737374,1,0.08397678144001607,5.543029857726616e-06,0.9394529784340611,-2.792914841266748e-06,-9.956053831504466e-06,1.2748968672771214e-05
7.474747474747475,1,0.08397652345432356,4.6233723262973275e-06,0.939454156077285,-2.329528407584268e-06,-8.304227942899584e-06,1.0633756350483852e-05
7.575757575757575,1,0.08397630823050077,3.8561480484396355e-06,0.9394551385253858,-1.942950462589265e-06,-6.926190048821896e-06,8.86914051141116e-06
7.6767676767676765,1,0.08397612873627716,3.216289726386616e-06,0.9394559578779313,-1.6205493606972488e-06,-5.776917009991968e-06,7.397466370689217e-06
7.777777777777778,1,0.08397597901388726,2.6825603157183467e-06,0.939456641329732,-1.351623772657504e-06,-4.818264953494693e-06,6.1698887261521965e-06
7.878787878787879,1,0.08397585415553806,2.23746511510558e-06,0.9394572112832817,-1.1273582651052622e-06,-4.018811499637571e-06,5.1461697647428335e-06
7.979797979797979,1,0.08397575003089947,1.8662807724463425e-06,0.939457686592263,-9.403339658065682e-07,-3.3521118108200193e-06,4.292445776626587e-06
8.080808080808081,1,0.08397566319910664,1.5567415528428662e-06,0.9394580829632755,-7.843704259775207e-07,-2.7961351455610714e-06,3.580505571538592e-06
8.181818181818182,1,0.08397559069168467,1.2982658633198651e-06,0.939458413946387,-6.541358564828137e-07,-2.331875629152876e-06,2.9860114856356897e-06
8.282828282828282,1,0.08397553012321793,1.082350195928367e-06,0.9394586904305211,-5.453455888923205e-07,-1.944059861742924e-06,2.489405450635244e-06
8.383838383838384,1,0.0839754796448097,9.024036155681356e-07,0.9394589208555095,-4.5467865870326795e-07,-1.620849657103444e-06,2.075528315806712e-06
8.484848484848484,1,0.08397543761647647,7.525799437390227e-07,0.9394591127075146,-3.7918938070120603e-07,-1.3517444898985461e-06,1.7309338705997521e-06
8.585858585858587,1,0.08397540256611519,6.276314620695548e-07,0.9394592727063575,-3.162336281427019e-07,-1.1273187346172738e-06,1.4435523627599758e-06
8.686868686868687,1,0.08397537342782298,5.237584210702639e-07,0.9394594057176908,-2.6389685397205416e-07,-9.407475144895528e-07,1.204644368461607e-06
8.787878787878787,1,0.0839753491177319,4.370970616424172e-07,0.9394595166891413,-2.2023227009854057e-07,-7.85090971679019e-07,1.0053232417775596e-06
8.88888888888889,1,0.0839753286186738,3.640213746356695e-07,0.9394596102638865,-1.8341288735551025e-07,-6.538362743065294e-07,8.372491616620397e-07
8.98989898989899,1,0.08397531185819318,3.0427304837643373e-07,0.9394596867726933,-1.5330854476472474e-07,-5.465194665010728e-07,6.998280112657975e-07
9.09090909090909,1,0.08397529771345631,2.538494107412827e-07,0.9394597513410677,-1.27902479048308e-07,-4.5595116565664206e-07,5.838536447049501e-07
9.191919191919192,1,0.08397528591989557,2.1180731616700368e-07,0.9394598051767231,-1.0671947961029913e-07,-3.804373475738093e-07,4.871568271841084e-07
9.292929292929292,1,0.08397527610189168,1.7680775071257017e-07,0.9394598499942926,-8.908487809825508e-08,-3.1757294854065626e-07,4.0665782663891136e-07
9.393939393939394,1,0.08397526793315971,1.476875636223444e-07,0.9394598872832116,-7.441261635349167e-08,-2.6526877997790045e-07,3.3968139633139213e-07
9.494949494949495,1,0.08397526111688042,1.2338864389227011e-07,0.9394599183984106,-6.216956153826693e-08,-2.216243194139543e-07,2.837938809522212e-07
9.595959595959595,1,0.08397525545554368,1.0320690250758495e-07,0.9394599442414887,-5.200095601709903e-08,-1.8537491975034633e-07,2.3737587576744538e-07
9.696969696969697,1,0.08397525071029613,8.6290868039475e-08,0.9394599659027707,-4.347778366574396e-08,-1.5499121282504854e-07,1.984689964907925e-07
