,Model,Data pts/run,Data pts/interval,Runs,Noise Lvl,Reg weight,Layers,Hid Nodes,Lrn rate,Activ Func,Euler steps,Epochs,MSE Train,Sim Time,MSE true alldat,MSE noisy alldat,MAE true alldat,MSE_dy pred alldat,MAE_dy pred alldat,MSE_dy dat alldat,MAE_dy dat alldat,stop criteria,MSE fitdat,MAE fitdat,MSE_dy dat fitdat ,MAE_dy dat fitdat,MSE_dy pred fitdat,MAE_dy pred fitdat
70,fhn,10,10,5,0.1,1.00E-06,1,20,0.1,tanh,30,303,0.017715856,214.007791,204.7272042,206.7017188,3.68762787,32863586.58,760.2862261,4.697117915,1.144477737,converge,1.163568268,5.531441806,6.942743125,1.362841163,11.76279781,8.257589855
71,fhn,10,10,5,0.1,1.00E-06,2,20,0.1,tanh,30,225,0.0174452,219.0880246,1.112384137,1.477752838,0.596465637,1.684540516,0.929087418,6.379629703,1.283037586,converge,1.146256866,0.894698455,9.829691613,1.5306243,13.48532277,8.407198827
72,fhn,10,4,10,0,1.00E-06,1,10,0.1,tanh,30,158,9.18E-05,47.37686348,0.007503445,0.007503445,0.049792112,0.944304629,0.357631591,0.95448846,0.299554667,converge,0.954989853,0.074688169,0.95448846,0.299554667,4.463196626,2.734709166
73,fhn,10,4,10,0,1.00E-06,2,10,0.1,tanh,30,131,2.61E-05,50.42433238,0.002242472,0.002242472,0.027079875,0.652821592,0.249744911,0.693820463,0.222147015,converge,0.953015976,0.040619812,0.693820463,0.222147015,2.750872448,1.755534244
74,fhn,10,4,10,0,1.00E-06,1,15,0.1,tanh,30,128,3.54E-05,38.22250748,0.003215276,0.003215276,0.032364163,0.826264807,0.279266639,0.737815388,0.232757439,converge,0.959253616,0.048546244,0.737815388,0.232757439,3.469608953,1.980390049
75,fhn,10,4,10,0,1.00E-06,2,15,0.1,tanh,30,143,1.82E-05,54.95896697,0.001878835,0.001878835,0.024383316,0.602080928,0.226393664,0.593966905,0.202361857,converge,0.958982544,0.036574975,0.593966905,0.202361857,1.987227459,1.459003606
76,fhn,10,4,10,0,1.00E-06,1,20,0.1,tanh,30,182,3.29E-05,55.89098096,0.002777809,0.002777809,0.030819162,0.670422562,0.252928898,0.651502364,0.223427467,converge,0.955757828,0.046228744,0.651502364,0.223427467,2.677047258,1.803796076
77,fhn,10,4,10,0,1.00E-06,2,20,0.1,tanh,30,121,4.48E-05,48.94985557,0.003038625,0.003038625,0.033302401,0.935091435,0.30546135,0.834753378,0.250748472,converge,0.964051437,0.049953601,0.834753378,0.250748472,4.326002802,2.243404175
78,fhn,10,7,10,0,1.00E-06,1,10,0.1,tanh,30,218,0.000104656,112.8597717,0.005274767,0.005274768,0.042422376,1.109239431,0.36565618,0.989743756,0.297782108,converge,0.970165558,0.063633565,0.989743756,0.297782108,5.173271928,2.749876974
79,fhn,10,7,10,0,1.00E-06,2,10,0.1,tanh,30,155,4.65E-05,98.35213161,0.002429978,0.002429978,0.029434115,0.71955537,0.28841667,0.730038382,0.257634449,converge,0.960643463,0.044151172,0.730038382,0.257634449,2.937632011,2.013072386
80,fhn,10,7,10,0,1.00E-06,1,15,0.1,tanh,30,210,6.86E-05,103.0560939,0.002471597,0.002471598,0.031570905,0.797479745,0.28561352,0.795525759,0.248003786,converge,0.963224182,0.047356357,0.795525759,0.248003786,3.402466626,2.072267016
81,fhn,10,7,10,0,1.00E-06,2,15,0.1,tanh,30,170,4.33E-05,106.0824459,0.002322578,0.002322578,0.02968817,0.662978531,0.249964295,0.684211327,0.225604641,converge,0.960402069,0.044532255,0.684211327,0.225604641,2.38622032,1.712245756
82,fhn,10,7,10,0,1.00E-06,1,20,0.1,tanh,30,193,8.81E-05,96.30033517,0.00282938,0.00282938,0.035746021,0.679965095,0.280075351,0.752952931,0.250071618,converge,0.959472656,0.053619031,0.752952931,0.250071618,3.050857533,2.154254397
83,fhn,10,7,10,0,1.00E-06,2,20,0.1,tanh,30,185,9.85E-05,117.7424314,0.004247976,0.004247977,0.041253571,1.180202468,0.37449749,0.833572616,0.27540636,converge,0.970441666,0.061880356,0.833572616,0.27540636,7.490360578,3.074724311
84,fhn,10,9,10,0,1.00E-06,1,10,0.1,tanh,30,196,0.000272665,117.3492467,0.008129969,0.008129969,0.058522659,1.047459191,0.386886991,1.01800726,0.330779883,converge,0.961643295,0.087783989,1.01800726,0.330779883,4.799738515,3.028890688
85,fhn,10,9,10,0,1.00E-06,2,10,0.1,tanh,30,176,5.20E-05,135.5634863,0.002167319,0.002167319,0.02831941,0.741091512,0.287586161,0.77023374,0.254625846,converge,0.954233322,0.042479114,0.77023374,0.254625846,3.127512407,2.028602798
86,fhn,10,9,10,0,1.00E-06,1,15,0.1,tanh,30,187,0.000148575,112.8750081,0.005284297,0.005284297,0.045957603,0.872158856,0.329082151,0.896417692,0.282308751,converge,0.945372467,0.068936404,0.896417692,0.282308751,3.755640545,2.430920375
87,fhn,10,9,10,0,1.00E-06,2,15,0.1,tanh,30,208,5.72E-05,163.1310635,0.002685302,0.002685302,0.030064084,0.725721003,0.281154642,0.800282458,0.25468739,converge,0.951896439,0.045096126,0.800282458,0.25468739,2.946124642,1.968432911
88,fhn,10,9,10,0,1.00E-06,1,20,0.1,tanh,30,195,6.41E-05,125.4807661,0.002666912,0.002666913,0.032036557,0.677806621,0.268774673,0.554059951,0.213333508,converge,0.961907272,0.048054835,0.554059951,0.213333508,3.625704595,2.069491315
89,fhn,10,9,10,0,1.00E-06,2,20,0.1,tanh,30,184,0.000108607,159.7114604,0.00435396,0.004353961,0.039262425,1.028841119,0.35449069,0.941981381,0.285105105,converge,0.95373024,0.058893637,0.941981381,0.285105105,5.8659807,2.778900931
90,fhn,10,10,10,0,1.00E-06,1,10,0.1,tanh,30,362,0.000171104,175.5259547,0.005981015,0.005981015,0.046620868,0.966613547,0.358059882,0.974973851,0.30553294,converge,0.950338287,0.069931302,0.974973851,0.30553294,4.375547077,2.642554888
91,fhn,10,10,10,0,1.00E-06,2,10,0.1,tanh,30,155,0.00014056,90.18925834,0.003409345,0.003409345,0.039388315,0.872144899,0.337665513,0.926155744,0.297493316,converge,0.956040802,0.059082473,0.926155744,0.297493316,3.760308161,2.47778142
92,fhn,10,10,10,0,1.00E-06,1,15,0.1,tanh,30,207,7.76E-05,100.8013151,0.002599653,0.002599653,0.031621577,0.743710842,0.279991261,0.706307388,0.241906314,converge,0.956580505,0.047432365,0.706307388,0.241906314,2.750789397,1.918191077
93,fhn,10,10,10,0,1.00E-06,2,15,0.1,tanh,30,224,6.98E-05,132.1720195,0.002369777,0.002369777,0.029248594,0.754359392,0.283526056,0.792851433,0.249082732,converge,0.95068428,0.043872891,0.792851433,0.249082732,3.128998232,2.01723393
94,fhn,10,10,10,0,1.00E-06,1,20,0.1,tanh,30,217,5.68E-05,144.2577603,0.002110071,0.002110071,0.027587311,0.631854818,0.250506541,0.641184534,0.220561002,converge,0.959554672,0.041380966,0.641184534,0.220561002,2.612835406,1.753219591
95,fhn,10,10,10,0,1.00E-06,2,20,0.1,tanh,30,199,0.000127883,176.8967922,0.004198515,0.004198515,0.038360057,0.914018396,0.337906216,0.920526761,0.290792906,converge,0.952051315,0.057540085,0.920526761,0.290792906,4.2427484,2.506211721
96,fhn,10,4,10,0.05,1.00E-06,1,10,0.1,tanh,30,287,0.004323728,80.89630699,0.085788984,0.121439934,0.195050956,0.684988838,0.441106703,1.503423941,0.634582497,converge,0.924590759,0.292576435,1.503423941,0.634582497,4.883499942,3.820179309
