tB,tS,tP,tV,t,Run
41.244728,58.288044,14.356533,19.010027,171.0,7
40.35813,58.107067,14.267638,19.340027,174.0,7
39.524033,57.95163,14.175919,19.670029,177.0,7
38.738777,57.820114,14.081924,20.00003,180.0,7
37.99894,57.710926,13.986139,20.33003,183.0,7
37.301304,57.622604,13.888986,20.660032,186.0,7
36.642857,57.553783,13.790829,20.990032,189.0,7
36.020805,57.50322,13.691984,21.320034,192.0,7
35.43256,57.469692,13.592726,21.650034,195.0,7
34.8757,57.45206,13.493288,21.980034,198.0,7
5.0,0.0,0.0,0.2,0.0,8
1.9517807,341.18552,0.060297776,0.47,3.0,8
12.384251,382.71033,-0.23740122,0.74,6.0,8
20.881039,389.4405,-0.26267084,1.01,9.0,8
29.193176,383.95508,-0.19554153,1.28,12.0,8
37.786335,372.46426,-0.08210965,1.5499998,15.0,8
46.80019,357.41452,0.06255235,1.8199995,18.0,8
56.243153,340.01767,0.2331321,2.089999,21.0,8
66.038506,321.01797,0.42827275,2.3599987,24.0,8
76.034,300.9887,0.6487998,2.6299984,27.0,8
86.00515,280.46167,0.8971852,2.8999984,30.0,8
95.66547,259.97617,1.1772795,3.1699982,33.0,8
104.69107,240.07356,1.4938017,3.439998,36.0,8
112.76152,221.25206,1.8513402,3.7099977,39.0,8
119.60932,203.90176,2.2529838,3.9799972,42.0,8
125.06217,188.25111,2.6991272,4.2499967,45.0,8
129.06151,174.35329,3.1870592,4.5199966,48.0,8
131.65222,162.11769,3.7115374,4.789996,51.0,8
132.95274,151.36824,4.265942,5.0599957,54.0,8
133.12086,141.9004,4.8433948,5.3299956,57.0,8
132.3266,133.51973,5.437441,5.5999956,60.0,8
130.73561,126.059845,6.042275,5.869996,63.0,8
128.5006,119.386185,6.652687,6.1399975,66.0,8
125.75828,113.39242,7.2639017,6.409999,69.0,8
122.62862,107.994705,7.8714275,6.6800003,72.0,8
119.21532,103.12601,8.470954,6.9500012,75.0,8
115.60687,98.731255,9.058318,7.2200027,78.0,8
111.87759,94.76379,9.629513,7.490004,81.0,8
108.08892,91.1828,10.180746,7.760005,84.0,8
104.29083,87.951546,10.708495,8.030006,87.0,8
100.52311,85.03641,11.2095995,8.300008,90.0,8
96.81685,82.40611,11.681324,8.570009,93.0,8
93.195786,80.03172,12.1214285,8.840011,96.0,8
89.6776,77.8864,12.528205,9.110011,99.0,8
86.27505,75.945435,12.900507,9.3800125,102.0,8
82.99704,74.18641,13.2377405,9.650014,105.0,8
79.84934,72.589165,13.539843,9.920015,108.0,8
76.83537,71.13582,13.807244,10.190017,111.0,8
73.956726,69.810646,14.040808,10.460018,114.0,8
71.21349,68.599976,14.241765,10.730019,117.0,8
68.60462,67.49203,14.411645,11.000018,120.0,8
66.12815,66.47668,14.552202,11.270017,123.0,8
63.78138,65.54532,14.665354,11.540015,126.0,8
61.560966,64.69055,14.753109,11.810016,129.0,8
59.46308,63.90605,14.817522,12.080017,132.0,8
57.483494,63.18633,14.8606415,12.3500185,135.0,8
55.617638,62.526657,14.884476,12.620019,138.0,8
53.860725,61.922836,14.890959,12.89002,141.0,8
52.20778,61.37114,14.881932,13.160022,144.0,8
50.653748,60.86818,14.85913,13.430023,147.0,8
49.19347,60.41092,14.824167,13.700025,150.0,8
47.821873,59.99646,14.778533,13.970026,153.0,8
46.53387,59.62223,14.723593,14.240027,156.0,8
45.32452,59.28571,14.660591,14.510028,159.0,8
44.188995,58.98461,14.590655,14.780029,162.0,8
43.12263,58.716717,14.514793,15.050031,165.0,8
42.120934,58.47994,14.433912,15.320032,168.0,8
41.1796,58.27235,14.348823,15.590034,171.0,8
40.294575,58.09204,14.260235,15.860035,174.0,8
39.461987,57.93732,14.168782,16.130035,177.0,8
38.678192,57.80649,14.075022,16.400038,180.0,8
37.939762,57.69801,13.979438,16.670038,183.0,8
37.243484,57.61039,13.882458,16.940039,186.0,8
36.586357,57.542297,13.784449,17.210041,189.0,8
35.96559,57.492443,13.68573,17.480042,192.0,8
35.37861,57.459625,13.5865755,17.750044,195.0,8
34.82297,57.442738,13.487224,18.020044,198.0,8
