t,x,y,dxdt,dydt,Run
2.75,2.360708699256139,2.4528238204153885,-8.039742012310363,-2.5491984588150345,0
2.8000000000000003,2.0050852194109186,2.307142173575914,-6.244405513516912,-3.2182667188414618,0
2.85,1.730426580453272,2.1363424566623266,-4.797927673238756,-3.566780580692578,0
2.9000000000000004,1.520109654117184,1.9544746359238168,-3.661867044414148,-3.674197999346015,0
2.95,1.360018566377704,1.7717015253211266,-2.779066087466304,-3.6142382175754,0
3.0,1.2389210125675256,1.5948359377377463,-2.0933699908709675,-3.4465664334472095,0
3.0500000000000003,1.1481939635140899,1.4280887070772645,-1.5571547203863783,-3.215778771233943,0
3.1,1.0813450907602733,1.2737777292679962,-1.1327689523870224,-2.9534509852474704,0
3.1500000000000004,1.033534532725045,1.132908317919876,-0.791497938875704,-2.6809884119459424,0
3.2,1.0011707233130238,1.0056132570377512,-0.5118250188737665,-2.412294522006703,0
3.25,0.9815938452237438,0.8914713984788054,-0.27773490804398215,-2.1559399168881392,0
3.3000000000000003,0.9728373690867416,0.7897311483526599,-0.07730389166839347,-1.9168059317497907,0
3.35,0.9734519939341002,0.6994633548407703,0.09838999599398446,-1.6972814090050359,0
3.4000000000000004,0.9823769000632846,0.6196634374047674,0.25607925665441766,-1.4981126404559546,0
3.45,0.9988459194700587,0.5493177759635733,0.40090124117792203,-1.3189966192625664,0
3.5,1.0223191365590931,0.48744531998404683,0.5368293475469164,-1.1589894092998976,0
3.5500000000000003,1.0524329124159144,0.43312224525784976,0.6669851566061941,-1.0167835278678503,0
3.6,1.0889632517794816,0.38549517445500836,0.7938647202295737,-0.890893514427204,0
3.6500000000000004,1.1317988591995651,0.34378681318963117,0.9195032428475906,-0.7797776418688673,0
3.7,1.1809212632078412,0.3072966720248548,1.0455955465974476,-0.681915510777349,0
3.75,1.2363901245141353,0.27539871344284594,1.1735846875619371,-0.5958553761010432,0
3.8000000000000003,1.298332367370765,0.24753718076530162,1.304727483225549,-0.5202408806867265,0
3.85,1.3669341434322184,0.22322146012820643,1.4401431443562496,-0.4538239290398629,0
3.9000000000000004,1.4424348989220661,0.20202054465631836,1.5808493805600645,-0.3954683679199651,0
3.95,1.5251230000162883,0.18355747508775408,1.7277890458619314,-0.3441476882171133,0
4.0,1.6153324998747047,0.1675039974201955,1.881849448028516,-0.2989389403368942,0
4.05,1.7134407186673644,0.15357558763846008,2.043875747495035,-0.25901433271775837,0
4.1000000000000005,1.8198663652920495,0.1415269336898195,2.214679335128033,-0.2236314681403656,0
4.15,1.9350679626983072,0.13114792694186306,2.3950416404484662,-0.19212279980283703,0
4.2,2.0595423515085485,0.12226019351595555,2.58571343436334,-0.16388461150450756,0
4.25,2.1938230403865555,0.11471418630527092,2.7874093106284348,-0.1383656084622219,0
4.3,2.3384781457125174,0.10838685888834361,3.00079661698314,-0.1150550194275502,0
4.3500000000000005,2.4941076147977963,0.10317995195031994,3.226477614489167,-0.09346993277732407,0
4.4,2.6613393508054446,0.09901894141646093,3.4649630156747135,-0.07314139554924065,0
4.45,2.840823745180184,0.09585272670913392,3.716634213619127,-0.0535985687354808,0
4.5,3.0332259617487396,0.09365418023910121,3.9816903607680345,-0.03434992188540653,0
4.55,3.23921508649175,0.09242174019935953,4.260074839390452,-0.014860021504235987,0
4.6000000000000005,3.4594489301116353,0.09218231529536024,4.551373371119958,0.005480140019522628,0
4.65,3.694552805801173,0.09299589320625343,4.85467273235546,0.02739220127188824,0
4.7,3.9450899423557004,0.0949624204527409,5.168364333873828,0.05176306029054234,0
4.75,4.211520246924784,0.0982317732233943,5.489870166743877,0.07971707286210833,0
4.800000000000001,4.494142779866364,0.10301799942825796,5.81525897314598,0.11271640027070562,0
4.8500000000000005,4.793015376350991,0.10961952643931648,6.13870691298257,0.15270168587828187,0
4.9,5.107842119746844,0.11844775314710883,6.451738334591907,0.20229006181400933,0
4.95,5.4378155658739065,0.1300674403110138,6.7421578457376485,0.26505345447915923,0
5.0,5.781395465534638,0.14525361870197512,6.9925559732697655,0.34590630892938085,0
